fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
;0.685;;43953.0;0.057999999999999996;5;9.0;0.9963200000000001;13940.0;0.55;44084.0;4.0
44079.0;0.61;0.08;43832.0;0.071;16;24.0;0.9937600000000001;20515.0;0.77;43841.0;6.0
43931.0;0.44;0.42;43952.0;0.145;34;48.0;0.9983200000000001;13940.0;0.86;44083.0;3.0
43993.0;;0.44;43983.0;0.147;36;51.0;0.99836;13940.0;0.86;44083.0;4.0
44051.0;0.685;0.26;43983.0;0.08800000000000001;16;23.0;0.9969399999999999;11749.0;0.47;43930.0;5.0
43989.0;0.665;0.1;43952.0;0.066;27;55.0;0.99655;14305.0;0.51;43899.0;5.0
44018.0;0.28;0.28;43923.0;0.012;36;100.0;0.99064;46082.0;0.39;44023.0;7.0
44018.0;0.28;0.28;43923.0;0.012;36;100.0;0.99064;46082.0;0.39;44023.0;7.0
43840.0;0.31;0.35;43983.0;0.075;9;28.0;0.99672;45352.0;0.83;43872.0;7.0
6.0;0.5;0.04;43863.0;0.092;13;26.0;0.9964700000000001;16862.0;0.47;10.0;5.0
43841.0;;0.47;23774.0;0.085;9;34.0;0.99736;45352.0;0.77;43842.0;7.0
43988.0;0.66;0.0;3.0;0.115;21;31.0;0.99629;16497.0;0.63;43900.0;5.0
43992.0;0.5;0.45;43984.0;0.11900000000000001;34;68.0;0.99708;44986.0;0.72;44084.0;6.0
43837.0;0.685;0.35;2.0;0.08800000000000001;9;92.0;0.9963;46813.0;0.62;43930.0;5.0
44083.0;0.25;0.46;44013.0;0.062;26;;0.9959;43160.0;0.83;43992.0;6.0
43927.0;;0.21;44044.0;0.081;14;31.0;0.9968899999999999;21610.0;0.66;44052.0;5.0
43927.0;0.64;0.21;44044.0;0.081;14;31.0;;21610.0;0.66;44052.0;5.0
43928.0;0.68;0.16;44044.0;0.078;;39.0;0.9977;43954.0;0.7;44083.0;6.0
43927.0;0.64;0.21;44044.0;0.081;14;31.0;0.9968899999999999;21610.0;0.66;44052.0;5.0
43927.0;0.63;0.21;43983.0;;12;32.0;0.9968899999999999;21245.0;0.66;44052.0;5.0
43899.0;0.43;0.44;44075.0;0.085;9;22.0;0.99708;46813.0;0.55;43960.0;5.0
43899.0;0.43;0.44;44075.0;0.085;9;22.0;0.99708;46813.0;0.55;;5.0
8.0;0.42;0.32;43953.0;0.08;26;122.0;0.9980100000000001;44621.0;01. Jul;44021.0;5.0
43899.0;0.36;0.39;43952.0;0.08;41;55.0;0.9965200000000001;17227.0;0.73;44084.0;6.0
43899.0;0.36;0.39;43952.0;0.08;;55.0;0.9965200000000001;17227.0;0.73;44084.0;6.0
43989.0;0.735;0.02;43953.0;0.071;10;14.0;0.9953799999999999;18688.0;0.71;44023.0;7.0
43899.0;0.36;0.39;43952.0;0.08;41;55.0;0.9965200000000001;17227.0;;44084.0;6.0
;0.26;;43953.0;0.073;16;47.0;0.9959399999999999;43924.0;0.78;43901.0;7.0
44023.0;0.28;0.47;44013.0;0.054000000000000006;17;32.0;0.9968600000000001;42064.0;0.67;43992.0;7.0
44049.0;0.56;0.22;44044.0;0.07400000000000001;15;24.0;0.9943799999999999;43924.0;;43872.0;6.0
43868.0;0.62;0.06;44014.0;0.077;15;;0.99746;18688.0;0.54;43960.0;5.0
44048.0;01. Jan;0.66;2.0;0.039;15;88.0;0.9935700000000001;24167.0;0.6;43962.0;6.0
43958.0;0.42;0.32;44014.0;0.067;7;25.0;0.9962799999999999;45352.0;0.44;43931.0;5.0
43868.0;0.62;0.06;43953.0;0.078;17;84.0;0.99746;18688.0;0.53;44021.0;5.0
43868.0;0.62;0.06;44014.0;0.077;15;;0.99746;18688.0;0.54;43960.0;5.0
43868.0;0.635;0.07;43984.0;;16;86.0;;18688.0;0.54;44021.0;5.0
44049.0;0.49;0.22;43892.0;0.071;13;24.0;0.9943799999999999;15036.0;0.83;43901.0;6.0
44080.0;0.51;0.23;2.0;0.07200000000000001;13;22.0;0.9943799999999999;43924.0;0.84;43872.0;6.0
44049.0;0.56;0.22;44044.0;0.07400000000000001;15;24.0;0.9943799999999999;43924.0;;43872.0;6.0
43989.0;0.63;;2.0;0.08;27;43.0;0.9957799999999999;16132.0;0.64;44084.0;6.0
44019.0;0.715;0.01;43832.0;0.064;31;43.0;0.99371;15036.0;0.57;44054.0;6.0
44080.0;0.56;0.03;43952.0;0.086;36;46.0;0.9952200000000001;19419.0;0.57;43992.0;5.0
43897.0;0.35;0.24;2.0;0.067;28;48.0;0.9957600000000001;15766.0;0.54;10.0;4.0
43839.0;0.21;0.37;43983.0;;6;10.0;0.9955200000000001;44986.0;0.58;43841.0;7.0
43931.0;0.38;0.46;43832.0;0.10400000000000001;6;10.0;0.99664;44168.0;0.65;44054.0;7.0
44051.0;0.31;0.4;44045.0;0.109;;16.0;0.9961399999999999;11383.0;0.79;;7.0
43837.0;0.47;0.0;43863.0;;7;14.0;0.9951700000000001;43924.0;0.58;44084.0;4.0
44019.0;0.715;0.01;43832.0;0.064;31;43.0;0.99371;15036.0;0.57;44054.0;6.0
44051.0;0.61;0.19;4.0;0.094;30;69.0;0.99787;44621.0;0.5;10.0;6.0
43868.0;0.6;0.04;43953.0;0.076;18;88.0;0.99745;19419.0;0.55;43960.0;5.0
43870.0;0.56;0.18;43983.0;0.078;10;21.0;0.9957600000000001;42064.0;0.49;44083.0;5.0
43989.0;0.715;0.0;43832.0;0.068;30;35.0;0.9953299999999999;17593.0;0.65;43932.0;6.0
43929.0;0.31;0.29;43833.0;0.19399999999999998;14;26.0;0.99536;44621.0;0.78;12.0;6.0
43868.0;0.6;0.04;43953.0;0.076;;;0.99745;19419.0;0.55;43960.0;5.0
44051.0;0.61;0.19;4.0;0.094;30;69.0;0.99787;44621.0;0.5;10.0;6.0
44082.0;0.75;0.14;43953.0;0.086;9;30.0;0.99824;12479.0;0.64;43961.0;5.0
9.0;0.8;0.12;43923.0;0.083;8;28.0;0.99836;12114.0;0.65;43931.0;6.0
44022.0;0.52;0.38;43984.0;0.066;29;56.0;0.99577;42064.0;0.79;43842.0;7.0
44049.0;0.57;0.0;43953.0;0.07200000000000001;32;64.0;0.9949100000000001;15766.0;0.56;43872.0;6.0
44022.0;0.9;0.34;43988.0;0.11199999999999999;;99.0;100.289;44621.0;0.68;43899.0;5.0
43868.0;0.34;0.24;2.0;0.071;30;52.0;0.9957600000000001;16132.0;0.58;43840.0;5.0
43868.0;0.66;0.03;43892.0;0.078;16;86.0;0.9974299999999999;19419.0;0.57;44021.0;5.0
43840.0;0.45;0.23;44075.0;0.08199999999999999;10;18.0;0.99774;;0.65;43899.0;6.0
43868.0;0.66;0.03;43892.0;0.078;16;86.0;0.9974299999999999;19419.0;0.57;44021.0;5.0
43868.0;0.63;0.03;43863.0;0.08;17;88.0;0.99745;19419.0;0.58;44052.0;6.0
43837.0;0.59;0.01;43892.0;0.08;27;43.0;0.9955;15401.0;0.58;44022.0;6.0
43898.0;0.31;0.39;43923.0;0.078;17;43.0;0.99444;11383.0;0.77;43963.0;7.0
43837.0;0.59;0.01;43892.0;0.08;27;43.0;0.9955;15401.0;;44022.0;6.0
43898.0;0.31;0.39;43923.0;0.078;;43.0;0.99444;11383.0;0.77;43963.0;7.0
43898.0;01. Feb;0.02;43924.0;0.084;6;11.0;0.99892;17593.0;0.49;11.0;3.0
44082.0;0.31;0.36;43984.0;0.055999999999999994;10;39.0;0.9956200000000001;43924.0;0.69;44054.0;5.0
43928.0;0.635;0.1;43923.0;0.08;16;33.0;0.99736;21245.0;0.69;44053.0;7.0
43928.0;0.635;0.1;43923.0;0.08;16;33.0;0.99736;21245.0;;44053.0;7.0
44049.0;0.59;0.06;6.0;0.06;11;18.0;0.9962;15036.0;0.59;;7.0
44049.0;0.59;;6.0;0.06;11;18.0;0.9962;15036.0;0.59;44053.0;7.0
43870.0;0.58;0.2;3.0;0.081;15;115.0;0.998;44986.0;0.59;43960.0;5.0
43868.0;0.54;0.27;43984.0;0.084;12;;0.9964;14305.0;0.71;11.0;5.0
43836.0;0.56;;43863.0;0.079;6;9.0;0.9948;21610.0;0.54;43962.0;6.0
43928.0;0.52;0.13;43923.0;0.078;34;61.0;0.9952799999999999;15766.0;0.59;44053.0;6.0
43897.0;0.305;0.39;43862.0;0.059000000000000004;7;11.0;;47178.0;0.52;43962.0;6.0
43899.0;0.38;0.48;44046.0;0.132;3;11.0;0.99577;44986.0;0.57;43874.0;6.0
43839.0;0.28;0.46;9.0;0.114;3;9.0;0.9990100000000001;43160.0;0.6;44084.0;6.0
10.0;0.46;0.44;44076.0;0.065;4;8.0;0.99674;12114.0;0.62;43873.0;6.0
43930.0;0.395;0.46;43986.0;0.094;3;10.0;0.99639;;0.64;43873.0;7.0
43897.0;0.305;0.39;43862.0;0.059000000000000004;7;11.0;0.99331;47178.0;0.52;43962.0;6.0
43990.0;0.315;0.4;43863.0;0.079;3;6.0;0.9951200000000001;46447.0;0.67;44085.0;6.0
43895.0;0.715;0.19;43952.0;0.161;7;62.0;0.99395;22706.0;0.61;11.0;5.0
44049.0;0.41;0.31;44051.0;0.084;26;45.0;0.99824;13940.0;0.64;43840.0;6.0
43929.0;0.36;0.32;43863.0;0.081;32;79.0;0.9964;43893.0;0.72;;6.0
43929.0;0.62;0.12;44044.0;0.07200000000000001;38;46.0;0.9950399999999999;13940.0;0.89;44054.0;6.0
43991.0;0.41;0.37;43892.0;0.091;10;23.0;0.9978600000000001;45352.0;0.56;43961.0;5.0
43929.0;0.36;0.32;43863.0;0.081;32;79.0;0.9964;43893.0;0.72;11.0;6.0
43929.0;0.62;0.12;44044.0;0.07200000000000001;38;46.0;0.9950399999999999;13940.0;0.89;44054.0;6.0
44049.0;0.41;0.31;44051.0;0.084;26;45.0;0.99824;13940.0;0.64;43840.0;6.0
43990.0;0.47;0.27;43892.0;0.055;14;28.0;0.99516;43160.0;0.8;43872.0;5.0
43990.0;0.22;0.36;44075.0;0.064;53;77.0;0.9960399999999999;17227.0;0.87;11.0;7.0
43930.0;0.24;0.33;43892.0;0.061;52;73.0;0.9978600000000001;17227.0;0.9;43871.0;6.0
43929.0;0.67;0.19;43863.0;0.09300000000000001;;75.0;0.99736;43864.0;0.59;43870.0;4.0
43990.0;0.47;0.27;43892.0;0.055;14;28.0;;43160.0;0.8;43872.0;5.0
44020.0;0.33;0.38;43893.0;0.063;10;19.0;0.9946799999999999;43893.0;0.73;12.0;7.0
43988.0;0.61;0.01;44075.0;0.08;8;25.0;;25263.0;0.73;43961.0;5.0
43928.0;0.61;0.01;2.0;0.07400000000000001;13;38.0;0.9974799999999999;17593.0;0.65;44052.0;5.0
43989.0;0.4;;44075.0;0.078;29;66.0;0.9971;16497.0;0.59;43960.0;6.0
43928.0;0.61;0.01;2.0;0.07400000000000001;13;38.0;0.9974799999999999;17593.0;0.65;44052.0;5.0
43988.0;0.61;;44075.0;0.08;8;25.0;0.99746;25263.0;0.73;43961.0;5.0
44051.0;0.3;0.38;43892.0;0.06;19;72.0;0.9954299999999999;14305.0;0.72;44054.0;6.0
44051.0;0.3;0.38;43892.0;0.06;19;72.0;0.9954299999999999;14305.0;0.72;44054.0;6.0
12.0;0.63;0.5;43922.0;0.071;6;26.0;0.9979100000000001;;0.6;43931.0;4.0
43868.0;0.38;0.38;44045.0;0.068;23;42.0;0.99356;12479.0;0.72;44086.0;7.0
43867.0;0.46;0.17;43983.0;0.073;7;11.0;0.99425;22341.0;0.54;43932.0;5.0
43991.0;0.33;0.52;43863.0;0.07400000000000001;13;25.0;0.9950899999999999;13210.0;0.76;43933.0;7.0
44083.0;0.27;;5.0;0.08199999999999999;9;17.0;0.99484;43525.0;0.52;43963.0;7.0
43840.0;0.43;0.4;43984.0;0.092;13;52.0;0.99834;44621.0;0.64;10.0;7.0
44052.0;0.5;0.34;43892.0;0.094;10;45.0;0.99864;45352.0;0.6;44021.0;7.0
;0.3;0.49;44046.0;0.09;11;;0.99498;46447.0;0.64;43842.0;7.0
43871.0;0.44;0.42;2.0;0.071;7;20.0;0.99566;41699.0;0.79;43841.0;7.0
43871.0;0.44;0.58;43834.0;0.092;11;24.0;0.99745;47178.0;0.99;12.0;7.0
43898.0;0.28;0.48;43832.0;0.09300000000000001;6;12.0;0.99408;46082.0;;43933.0;7.0
44082.0;0.12;0.45;44044.0;0.075;10;21.0;0.9955200000000001;15036.0;;44085.0;7.0
44082.0;0.12;0.45;44044.0;0.075;10;21.0;0.9955200000000001;15036.0;0.76;44085.0;7.0
44082.0;0.12;0.45;44044.0;0.075;10;21.0;0.9955200000000001;15036.0;0.76;44085.0;7.0
43898.0;0.28;0.48;43832.0;0.09300000000000001;6;12.0;0.99408;46082.0;0.62;43933.0;7.0
43869.0;0.31;0.4;43863.0;0.057999999999999996;6;10.0;;11383.0;0.68;43872.0;7.0
43871.0;0.34;0.48;43832.0;0.052000000000000005;5;9.0;0.9945799999999999;43864.0;0.69;43842.0;7.0
43989.0;0.43;0.4;44014.0;0.08199999999999999;6;11.0;0.9953799999999999;;0.54;43873.0;6.0
43959.0;0.21;0.52;44075.0;0.09;9;23.0;0.9964799999999999;13210.0;0.67;43931.0;5.0
9.0;0.36;0.52;43832.0;0.111;5;;;11383.0;0.62;43901.0;6.0
43960.0;;0.52;2.0;0.08800000000000001;12;51.0;0.99613;47178.0;0.58;43841.0;6.0
43927.0;0.57;0.12;43892.0;0.12;25;36.0;0.99519;17227.0;;43901.0;7.0
8.0;0.59;0.05;2.0;0.08900000000000001;12;32.0;0.99735;13210.0;0.61;10.0;5.0
43959.0;0.47;0.27;44075.0;;18;38.0;0.99518;42430.0;0.85;43841.0;6.0
;0.56;0.14;43983.0;0.078;7;18.0;0.99592;46447.0;0.62;43899.0;5.0
43988.0;0.57;0.02;43832.0;0.115;6;16.0;0.99654;13940.0;0.69;43960.0;5.0
;0.27;0.39;2.0;0.1;20;27.0;0.99546;;0.69;43872.0;6.0
43959.0;0.47;0.27;44075.0;0.057999999999999996;18;38.0;0.99518;42430.0;0.85;43841.0;6.0
43898.0;0.34;0.4;43923.0;0.065;24;48.0;0.99554;12479.0;0.86;11.0;6.0
9.0;;0.41;43923.0;0.10300000000000001;6;10.0;0.9960399999999999;41334.0;0.58;44085.0;7.0
43959.0;0.66;0.2;43832.0;0.09699999999999999;23;113.0;0.9973299999999999;41334.0;0.48;43870.0;5.0
9.0;0.4;0.43;43923.0;0.068;29;46.0;0.9943;43864.0;0.6;43873.0;6.0
44018.0;0.56;;44076.0;0.079;7;22.0;0.99669;16862.0;0.61;43871.0;5.0
43931.0;0.26;0.48;44075.0;0.066;6;10.0;0.99724;12114.0;0.87;44084.0;6.0
43931.0;0.26;0.48;44075.0;0.066;6;10.0;0.99724;12114.0;0.87;44084.0;6.0
43840.0;0.38;0.5;43923.0;0.10400000000000001;6;;0.9964299999999999;;0.65;;7.0
43959.0;0.34;0.44;44013.0;0.079;6;12.0;0.99605;19054.0;0.63;44022.0;5.0
44051.0;0.33;0.41;44079.0;0.073;7;13.0;0.9965799999999999;43893.0;0.62;43842.0;7.0
43868.0;0.41;0.3;43832.0;0.083;35;72.0;0.997;16132.0;0.52;43930.0;5.0
43868.0;0.41;;43832.0;0.083;35;72.0;0.997;16132.0;0.52;43930.0;5.0
43929.0;0.59;0.29;43984.0;0.109;31;119.0;0.9980100000000001;42064.0;0.5;43839.0;5.0
7.0;0.4;0.32;43985.0;0.061;9;29.0;0.99416;46813.0;0.49;43901.0;7.0
43873.0;0.45;0.49;43922.0;0.075;3;;0.9969;41334.0;0.63;43931.0;5.0
43839.0;0.5;0.3;;0.065;8;17.0;0.99774;11749.0;0.71;43961.0;6.0
43960.0;0.86;0.26;44075.0;0.079;13;28.0;0.9971200000000001;45717.0;0.62;;5.0
43897.0;0.52;0.32;43832.0;0.07;51;70.0;0.99418;12479.0;0.82;44086.0;6.0
43839.0;0.5;0.3;44075.0;0.065;8;;0.99774;11749.0;0.71;43961.0;6.0
43873.0;0.45;0.49;43922.0;0.075;3;6.0;0.9969;;0.63;43931.0;5.0
43928.0;0.58;0.0;2.0;0.064;7;11.0;0.9956200000000001;16497.0;0.58;43901.0;
44052.0;0.34;0.39;43922.0;0.066;;7.0;0.9947;43525.0;0.55;43932.0;7.0
43837.0;0.36;0.3;43983.0;0.08;35;70.0;0.9969299999999999;16132.0;0.5;43930.0;
44019.0;0.39;0.12;44013.0;0.09699999999999999;19;27.0;0.9959600000000001;42430.0;0.49;43930.0;5.0
44021.0;0.295;;43952.0;0.073;14;21.0;0.99556;41699.0;0.51;44084.0;6.0
44019.0;0.39;0.12;44013.0;0.09699999999999999;19;27.0;0.9959600000000001;42430.0;0.49;43930.0;5.0
43837.0;0.34;0.28;2.0;0.08199999999999999;31;68.0;0.9969399999999999;16497.0;0.48;43930.0;5.0
43957.0;0.4;0.1;2.0;0.076;30;47.0;0.99554;13210.0;0.48;43930.0;6.0
43837.0;0.34;0.28;2.0;0.08199999999999999;31;;0.9969399999999999;16497.0;0.48;43930.0;5.0
10.0;;0.45;43953.0;0.092;20;88.0;;42064.0;0.43;43930.0;5.0
44019.0;0.6;0.06;2.0;0.079;19;;0.99697;14305.0;0.62;43840.0;6.0
43987.0;0.66;0.0;43863.0;0.087;3;11.0;0.9937799999999999;25993.0;0.63;44055.0;7.0
43987.0;0.66;0.0;43863.0;0.087;3;;0.9937799999999999;;0.63;44055.0;7.0
44082.0;0.84;0.34;43922.0;0.05;4;10.0;0.99554;44168.0;0.48;43839.0;6.0
43927.0;0.69;0.0;23743.0;0.055;7;12.0;0.9916200000000001;17227.0;0.53;44086.0;6.0
43958.0;0.43;0.3;43863.0;0.062;6;12.0;0.99495;16132.0;0.72;43962.0;7.0
44083.0;0.35;0.38;43952.0;;31;47.0;0.9967600000000001;46082.0;0.82;43992.0;7.0
43839.0;0.29;0.33;43953.0;0.063;13;27.0;0.99516;46082.0;0.84;44023.0;7.0
44049.0;0.36;0.32;;0.067;4;8.0;0.9928;13210.0;0.55;44055.0;7.0
43869.0;0.43;0.29;43983.0;0.081;;45.0;0.99603;45717.0;0.54;43900.0;5.0
44049.0;0.36;0.32;44044.0;0.067;4;8.0;0.9928;13210.0;0.55;44055.0;7.0
43839.0;0.29;0.33;43953.0;0.063;13;27.0;;46082.0;0.84;44023.0;7.0
43839.0;;0.34;2.0;0.064;12;25.0;0.99516;46082.0;0.84;44023.0;7.0
44082.0;0.35;0.4;43985.0;0.11;12;24.0;0.99549;44986.0;0.7;12.0;7.0
43991.0;0.5;0.36;;0.11599999999999999;26;55.0;0.9972200000000001;43160.0;0.68;44084.0;5.0
44082.0;;0.45;44013.0;0.067;7;12.0;0.99354;45717.0;0.55;43902.0;7.0
44082.0;0.32;0.31;2.0;0.08800000000000001;12;19.0;;42795.0;0.55;43931.0;6.0
44019.0;;0.15;43832.0;0.102;11;32.0;0.9960399999999999;44986.0;0.48;10.0;5.0
;0.71;0.0;43983.0;0.092;22;31.0;0.99635;13940.0;0.58;10.0;6.0
8.0;0.58;0.16;;0.12;3;;0.99454;44621.0;0.58;43872.0;
43961.0;0.39;0.46;43863.0;0.075;14;27.0;0.99598;43985.0;0.84;43932.0;
;0.38;0.4;43863.0;0.068;12;28.0;0.9948600000000001;46447.0;0.75;43994.0;7.0
8.0;0.18;0.37;0.9;0.049;36;109.0;0.9900700000000001;32540.0;0.44;44024.0;6.0
8.0;0.18;0.37;0.9;0.049;36;109.0;0.9900700000000001;32540.0;0.44;44024.0;6.0
7.0;0.5;0.14;44044.0;0.078;10;23.0;0.99636;19419.0;0.61;43931.0;5.0
43901.0;0.36;0.66;43923.0;0.12300000000000001;3;8.0;0.9964200000000001;43864.0;0.53;44085.0;6.0
43901.0;0.36;0.66;43923.0;0.12300000000000001;3;8.0;0.9964200000000001;43864.0;0.53;44085.0;6.0
7.0;0.51;0.09;43832.0;0.062;4;9.0;0.99584;12844.0;0.54;43961.0;5.0
43869.0;0.32;0.42;43892.0;0.098;3;9.0;0.9950600000000001;46447.0;0.55;43902.0;6.0
44019.0;0.58;0.01;44044.0;0.08800000000000001;12;18.0;0.9956799999999999;11749.0;0.56;43961.0;7.0
43990.0;0.83;0.0;44045.0;;17;43.0;0.9982200000000001;12114.0;0.6;43931.0;6.0
;;0.32;44075.0;0.066;14;36.0;0.99364;15036.0;0.56;43994.0;6.0
43927.0;0.795;0.0;43863.0;0.065;28;52.0;0.9937799999999999;17958.0;0.52;43993.0;5.0
43868.0;0.34;0.21;43953.0;0.075;;68.0;0.9958600000000001;13575.0;0.54;43840.0;6.0
44019.0;0.58;0.01;44044.0;0.08800000000000001;12;18.0;0.9956799999999999;11749.0;0.56;43961.0;7.0
43837.0;0.59;0.0;43832.0;0.091;9;14.0;;15401.0;0.55;43962.0;7.0
43897.0;0.55;0.01;44044.0;0.09300000000000001;9;15.0;0.9951399999999999;12844.0;0.58;11.0;7.0
43838.0;0.82;0.0;43834.0;0.095;5;14.0;0.99854;13210.0;0.53;43991.0;5.0
43958.0;0.57;0.08;43984.0;0.08900000000000001;14;27.0;0.99592;43893.0;0.59;43931.0;6.0
44082.0;0.745;0.18;43953.0;0.077;15;48.0;0.99739;43864.0;0.47;44021.0;6.0
43840.0;0.37;0.34;43923.0;;5;17.0;0.9968299999999999;42795.0;0.65;43992.0;7.0
43989.0;0.31;0.34;43953.0;0.08199999999999999;26;35.0;0.99356;44621.0;0.59;43963.0;7.0
43897.0;0.91;0.1;44044.0;0.07400000000000001;20;56.0;0.99672;12844.0;0.56;43870.0;5.0
44020.0;0.41;0.41;43867.0;0.078;;;0.9953;45352.0;0.77;43994.0;
44082.0;0.5;0.21;43863.0;0.08800000000000001;21;;0.99692;12114.0;0.83;43841.0;6.0
43928.0;0.965;0.0;43863.0;0.08800000000000001;16;32.0;0.99756;21245.0;0.67;43871.0;5.0
44080.0;0.49;0.19;;0.079;13;;0.9954700000000001;13940.0;0.64;44052.0;6.0
44082.0;0.5;0.21;43863.0;0.08800000000000001;21;39.0;0.99692;12114.0;0.83;43841.0;6.0
43960.0;0.39;0.41;44082.0;0.069;18;39.0;0.99859;47178.0;0.81;44084.0;7.0
;0.39;0.33;43893.0;0.046;12;53.0;0.9929399999999999;13210.0;0.62;;6.0
44080.0;0.44;;43922.0;0.07;32;;0.9943799999999999;11749.0;0.58;43932.0;6.0
43989.0;0.78;0.0;44013.0;0.076;33;45.0;0.9961200000000001;11383.0;;44022.0;
43837.0;0.43;0.17;44044.0;0.08199999999999999;27;51.0;0.99634;17958.0;0.64;43931.0;5.0
43899.0;0.49;;44013.0;0.081;3;14.0;0.99702;46447.0;0.78;44084.0;6.0
43899.0;0.5;0.36;44044.0;0.084;6;17.0;0.9970399999999999;46447.0;0.77;44053.0;6.0
43837.0;0.43;0.17;44044.0;0.08199999999999999;27;51.0;0.99634;17958.0;0.64;43931.0;5.0
43959.0;0.46;0.59;43922.0;0.414;16;45.0;0.99702;43893.0;Jan 34;43870.0;5.0
43987.0;0.605;0.05;43923.0;0.073;19;25.0;0.9925799999999999;20515.0;0.55;44086.0;5.0
43898.0;0.33;0.42;43892.0;0.07;9;;0.99426;13940.0;0.77;44024.0;7.0
43869.0;0.64;0.27;2.0;0.095;5;77.0;0.9974700000000001;41334.0;0.62;43839.0;6.0
43869.0;0.64;0.27;2.0;0.095;5;77.0;0.9974700000000001;41334.0;0.62;43839.0;6.0
44082.0;0.48;0.53;;0.10099999999999999;3;;0.9958600000000001;44256.0;0.59;43842.0;7.0
43989.0;0.42;0.25;44077.0;0.10400000000000001;28;90.0;0.99784;42064.0;0.57;43839.0;5.0
44083.0;0.53;0.57;43923.0;;30;52.0;0.9971;43525.0;0.76;43993.0;7.0
44082.0;0.48;0.53;4.0;0.10099999999999999;3;10.0;0.9958600000000001;44256.0;0.59;43842.0;7.0
43993.0;0.23;0.57;44044.0;0.07400000000000001;3;8.0;0.9981;41699.0;0.7;44083.0;6.0
43839.0;0.4;0.5;44044.0;0.071;7;16.0;0.9946200000000001;44256.0;0.69;43963.0;8.0
8.0;0.38;0.44;44075.0;;6;15.0;0.9956;43893.0;0.64;43932.0;6.0
43871.0;0.29;0.65;43923.0;0.075;6;17.0;0.99565;;0.63;44054.0;
43869.0;0.74;0.09;2.0;0.067;5;10.0;0.99418;46813.0;0.57;44054.0;6.0
44019.0;0.61;0.18;43923.0;0.083;6;20.0;0.9963;47178.0;0.6;43871.0;6.0
43988.0;0.52;0.08;43923.0;0.07;13;26.0;0.9935799999999999;43924.0;;43963.0;7.0
43841.0;0.31;0.53;43863.0;0.06;3;10.0;;43864.0;0.83;44084.0;7.0
43841.0;0.31;0.53;43863.0;0.06;3;10.0;0.99572;43864.0;0.83;44084.0;7.0
8.0;0.62;0.35;44045.0;0.086;28;52.0;0.997;11383.0;0.62;44053.0;5.0
43899.0;0.33;0.45;43952.0;0.057;19;37.0;0.99498;43160.0;0.89;43841.0;7.0
43958.0;0.77;0.2;43838.0;0.098;30;92.0;0.99892;43864.0;0.58;43870.0;5.0
43868.0;0.35;0.26;44044.0;0.083;33;75.0;0.9968;43924.0;0.58;43960.0;6.0
8.0;0.62;0.33;44014.0;;16;37.0;0.9972;11383.0;0.58;44022.0;6.0
43958.0;0.77;0.2;43838.0;0.098;30;92.0;0.99892;43864.0;0.58;43870.0;5.0
43839.0;0.25;0.34;2.0;0.071;45;67.0;0.99769;16132.0;0.86;43871.0;7.0
44083.0;0.32;0.56;2.0;0.073;3;8.0;0.99534;42064.0;0.73;43932.0;6.0
43990.0;0.37;0.65;43927.0;0.08;3;8.0;0.9981700000000001;46447.0;0.58;11.0;5.0
43990.0;0.37;;43927.0;0.08;3;8.0;0.9981700000000001;46447.0;0.58;11.0;5.0
44081.0;;0.68;43898.0;0.05;37.5;278.0;0.99316;43833.0;0.51;43902.0;7.0
43900.0;0.27;0.56;43922.0;0.047;3;8.0;0.99471;42430.0;0.51;44054.0;6.0
44081.0;0.3;0.68;43898.0;0.05;37.5;289.0;0.99316;43833.0;0.51;43902.0;7.0
43868.0;0.38;0.3;44044.0;0.073;31;70.0;0.99685;15401.0;0.59;43960.0;6.0
44020.0;0.42;0.45;43923.0;0.07200000000000001;32;59.0;0.9961700000000001;12114.0;0.77;12.0;6.0
43868.0;0.38;0.3;44044.0;0.073;31;70.0;0.99685;15401.0;;43960.0;6.0
44049.0;0.48;0.08;44044.0;0.07400000000000001;40;;0.99529;44168.0;0.49;43991.0;5.0
43959.0;0.34;0.4;44016.0;0.055;3;9.0;0.9973799999999999;13940.0;0.66;43993.0;7.0
44081.0;0.19;0.42;43983.0;0.057;18;;0.9940000000000001;47178.0;0.69;43872.0;6.0
43993.0;0.41;0.54;43952.0;0.095;22;41.0;0.99735;43864.0;0.76;44083.0;7.0
43993.0;0.41;0.54;43952.0;0.095;22;41.0;0.99735;43864.0;0.76;44083.0;7.0
10.0;0.26;0.54;44075.0;0.083;42;74.0;0.99451;35827.0;;44054.0;8.0
44081.0;0.34;0.42;2.0;0.086;8;19.0;0.99546;12844.0;0.6;43932.0;6.0
;0.54;0.09;2.0;0.081;10;;0.99479;15766.0;0.59;43962.0;6.0
43870.0;0.31;0.36;43863.0;0.079;11;;0.99615;12114.0;0.86;12.0;7.0
43988.0;0.725;0.09;43956.0;0.11699999999999999;9;;;12844.0;0.49;44053.0;6.0
43930.0;0.4;0.47;43953.0;0.087;6;20.0;0.99772;42064.0;0.5;43961.0;5.0
43988.0;0.725;0.09;43956.0;0.11699999999999999;9;17.0;0.99655;12844.0;0.49;44053.0;6.0
43990.0;0.52;0.38;43952.0;0.096;5;18.0;0.99666;43864.0;0.52;43930.0;5.0
